labcode;country;region;longitude;latitude;site;sample;material;species;d13C;r_date;r_date_sigma;qual;F14C;F14C_sigma;environment;context;period;dynasty;reign
OxA-3668;Germany;NA;9.41667;53.2667;Gross Meckelsen;GMe C 10/7;seeds;Secale;-24.1;1700;80;;0.809266;0.00805942;NA;NA;NA;NA;NA
OxA-2666;Ireland;NA;-6.75;53.1;Halverstown;NMI 1939:1143;bone;human;-22.5;3520;70;;0.645202;0.00562232;NA;NA;NA;NA;NA
OxA-2669;Ireland;NA;-6.46667;53.1667;Haylands D;NMI 1932:6578;bone;human;-22.4;3580;70;;0.6404;0.00558048;NA;NA;NA;NA;NA
OxA-1751;UK;NA;0;0;Holywell Coombe;T4:355-360;plant remains;Betula;-26;13160;400;;0.194321;0.00967615;NA;NA;NA;NA;NA
OxA-1752;UK;NA;0;0;Holywell Coombe;HV 420-430;bone;Bos primigenius;-21;12280;140;;0.216819;0.00377874;NA;NA;NA;NA;NA
OxA-1974;UK;NA;0;0;Holywell Coombe;T4:290-295;plant remains;Betula;-26;11830;140;;0.229311;0.00399646;NA;NA;NA;NA;NA
OxA-2088;UK;NA;1.16928;51.0974;Holywell Coombe;T5 250-255cm;charcoal;-;-26.7;9460;140;;0.308004;0.00536793;NA;NA;NA;NA;NA
OxA-2089;UK;NA;1.16928;51.0974;Holywell Coombe;T10;charcoal;Betula,Salix;-26.4;11370;150;;0.242826;0.00453428;NA;NA;NA;NA;NA
OxA-2090;UK;NA;1.16928;51.0974;Holywell Coombe;MS 70-80 cm;charcoal;Prunus,Quercus;-26.8;3515;80;;0.645603;0.00642951;NA;NA;NA;NA;NA
OxA-2091;UK;NA;1.16928;51.0974;Holywell Coombe;MS 106-112cm;charcoal;Prunus,Taxus,Fraxinus;-25.8;5620;90;;0.496777;0.00556578;NA;NA;NA;NA;NA
OxA-2157;UK;NA;1.16928;51.0974;Holywell Coombe;3A 200-205 cm;wood;Corylus avellana;-28.9;8630;120;;0.34153;0.00510191;NA;NA;NA;NA;NA
OxA-2158;UK;NA;1.16928;51.0974;Holywell Coombe;T10;shell;Arianta arbustorum;-8;11430;110;;0.241019;0.00330039;NA;NA;NA;NA;NA
OxA-2345;UK;NA;1.16928;51.0974;Holywell Coombe;HV 322-327;seeds;Carex/Scirpus;-25.9;11530;160;;0.238037;0.00474118;NA;NA;NA;NA;NA
OxA-2346;UK;NA;1.16928;51.0974;Holywell Coombe;T6 60-70;plant remains;Juniperus communis;-26;9820;90;;0.294506;0.00329958;NA;NA;NA;NA;NA
OxA-2347;UK;NA;1.16928;51.0974;Holywell Coombe;3A 150-155;charcoal;-;-26.4;3980;70;;0.609293;0.00530941;NA;NA;NA;NA;NA
OxA-2352;UK;NA;1.16928;51.0974;Holywell Coombe;MS 169-172;charcoal;Betula;-36.5;11600;100;;0.235972;0.00293753;NA;NA;NA;NA;NA
OxA-2353;UK;NA;1.16928;51.0974;Holywell Coombe;MS 169-172;charcoal;Betula;-27.6;11520;90;;0.238333;0.00267024;NA;NA;NA;NA;NA
OxA-2479;UK;NA;1.16928;51.0974;Holywell Coombe;MS 169-172;shell;Arianta arbustorum;-11.1;11810;120;;0.229883;0.00343408;NA;NA;NA;NA;NA
OxA-2606;UK;NA;1.16928;51.0974;Holywell Coombe;T6 100-110;wood;Salix;-29.1;9900;100;;0.291587;0.00362987;NA;NA;NA;NA;NA
OxA-2608;UK;NA;1.16928;51.0974;Holywell Coombe;T6 100-110;wood;Salix;-27.4;10160;110;;0.282301;0.00386569;NA;NA;NA;NA;NA
OxA-3232;UK;NA;1.16928;51.0974;Holywell Coombe;3A: 184-186;shell;Arianta arbustorum;-7.2;9080;100;;0.322924;0.00401997;NA;NA;NA;NA;NA
OxA-3233;UK;NA;1.16928;51.0974;Holywell Coombe;3A: 255-265;shell;Arianta arbustorum;-8.3;11220;100;;0.247403;0.00307983;NA;NA;NA;NA;NA
OxA-3234;UK;NA;1.16928;51.0974;Holywell Coombe;T5: 340-345;shell;Arianta arbustorum;-8.3;10570;150;;0.268254;0.00500909;NA;NA;NA;NA;NA
OxA-3280;UK;NA;1.16928;51.0974;Holywell Coombe;3A: 200-205;shell;Arianta arbustorum;-8;10110;100;;0.284063;0.0035362;NA;NA;NA;NA;NA
OxA-3868;UK;NA;1.16928;51.0974;Holywell Coombe;HV: 235-245cm;shell;Arianta arbustorum;-8;11490;100;;0.239225;0.00297803;NA;NA;NA;NA;NA
OxA-3973;UK;NA;1.16928;51.0974;Holywell Coombe;T5: 385-390cm;shell;Arianta arbustorum;-8;11660;105;;0.234216;0.00306145;NA;NA;NA;NA;NA
OxA-3223;UK;NA;1.33333;51.1;Holywell Coombe;MS 24.5mE, 70-80;shell;Arianta arbustorum;-8.8;3430;90;;0.652471;0.00731014;NA;NA;NA;NA;NA
OxA-3224;UK;NA;1.33333;51.1;Holywell Coombe;MS 24.5mE, 106-112;shell;Arianta arbustorum;-8.3;4470;90;;0.573238;0.00642243;NA;NA;NA;NA;NA
OxA-3558;UK;NA;1.33333;51.1;Holywell Coombe;MS 24.5mE, 50-60;shell;Helix aspersa;-7.9;2850;70;;0.701323;0.00611137;NA;NA;NA;NA;NA
OxA-3737;UK;NA;0;0;Isle of Risga;3/Hunterian;antler;red deer;-20.6;5875;65;;0.481255;0.00389413;NA;NA;NA;NA;NA
OxA-2680;Ireland;NA;-7.16667;52.5;Jerpoint West;NMI E93:15;bone;human;-21.9;4770;80;;0.552225;0.00549956;NA;NA;NA;NA;NA
OxA-2927;Greece;NA;40;39.3667;Kalamakia;Kalsh-3;charcoal;-;-22.5;2310;80;;0.750089;0.00747007;NA;NA;NA;NA;NA
OxA-2928;Greece;NA;40;39.3667;Kalamakia;Kalsh-4;charcoal;-;-25.2;2220;80;;0.75854;0.00755424;NA;NA;NA;NA;NA
OxA-2673;UK;NA;-6.33333;55.0833;Kilcroagh 3;;other;carbon;-26.8;3420;70;;0.653284;0.00569275;NA;NA;NA;NA;NA
OxA-3230;Ireland;NA;-6.25;53.2833;Kilmashogue;;charcoal;Taxus baccata;-23.2;1975;80;;0.782031;0.00778818;NA;NA;NA;NA;NA
OxA-3324;Ireland;NA;-6.5;53.7;Knowth,Co.Meath;Knowth 25;bone;human;-17.9;470;70;;0.94317;0.00821884;NA;NA;NA;NA;NA
OxA-3325;Ireland;NA;-6.5;53.7;Knowth,Co.Meath;Knowth 25;bone;human;-19.3;430;70;;0.947878;0.00825986;NA;NA;NA;NA;NA
OxA-2759;Ireland;NA;-8.35;52.1667;Labbacallee B;NMI E5;bone;human;-22.6;3780;70;;0.624653;0.00544326;NA;NA;NA;NA;NA
OxA-2760;Ireland;NA;-8.35;52.1667;Labbacallee C;NMI E5;bone;human;-21.8;3630;70;;0.636427;0.00554586;NA;NA;NA;NA;NA
OxA-2896;Germany;NA;6.33333;50.8333;Langweiler 2;A;seeds;Cerealia;-25.3;6190;60;;0.462749;0.00345636;NA;NA;NA;NA;NA
OxA-2897;Germany;NA;6.33333;50.8333;Langweiler 2;B;seeds;cerealia;-24.4;6230;60;;0.46045;0.00343919;NA;NA;NA;NA;NA
OxA-2898;Germany;NA;6.33333;50.8333;Langweiler 2;C;seeds;cerealia;-23.7;6170;60;;0.463902;0.00346497;NA;NA;NA;NA;NA
OxA-2899;Germany;NA;6.33333;50.8333;Langweiler 2;D;seeds;cerealia;-24.9;6290;70;;0.457024;0.00398253;NA;NA;NA;NA;NA
OxA-2900;Germany;NA;6.33333;50.8333;Langweiler 2;E;seeds;cerealia;-23.4;6160;60;;0.46448;0.00346929;NA;NA;NA;NA;NA
OxA-2901;Germany;NA;6.33333;50.8333;Langweiler 2;F;seeds;cerealia;-24.1;6250;60;;0.459305;0.00343064;NA;NA;NA;NA;NA
OxA-2656;Ireland;NA;-9.5;54.0833;Letterkeen;NMI 1935:392 & 393;charcoal;Quercus;-26.5;1320;70;;0.848469;0.0073936;NA;NA;NA;NA;NA
OxA-2926;Greece;NA;40;39.3667;Limogardi;LSH-3;charcoal;-;-27.4;2670;100;;0.717215;0.00892836;NA;NA;NA;NA;NA
OxA-2203;Ireland;NA;-9.03333;52.05;Liscahane;E:235:/SS 205;charcoal;-;-31.1;1480;70;;0.831736;0.00724779;NA;NA;NA;NA;NA
OxA-2204;Ireland;NA;-9.03333;52.05;Liscahane;E:235:SS 217;charcoal;-;-31.1;6870;90;;0.425189;0.00476372;NA;NA;NA;NA;NA
OxA-2681;Ireland;NA;-8.9;52.1833;Lisduggan North;IA/500/Y7;bone;human;-22.3;4585;80;;0.56509;0.00562768;NA;NA;NA;NA;NA
OxA-2667;Ireland;NA;-7.58333;54.7833;Lisnamulligan;NMI 1A/195/89;bone;human;-22.4;3640;70;;0.635635;0.00553896;NA;NA;NA;NA;NA
OxA-2451;Ireland;NA;-7.61667;53.6833;Lissanure;;peat;-;-27.6;3070;90;;0.682377;0.0076452;NA;NA;NA;NA;NA
OxA-2508;UK;NA;-4.73192;51.6667;Little Hoyle;NC214, T5(3);bone;bear;-18.3;23550;290;;0.0533086;0.0019245;NA;NA;NA;NA;NA
OxA-1490;UK;NA;0;0;Little Hoyle;NP385, T4(4);tooth;reindeer;-21;23340;350;;0.0547206;0.00238419;NA;NA;NA;NA;NA
OxA-1491;UK;NA;0;0;Little Hoyle;SC174, T6(11);tooth;hyaena;-21;34590;1500;;0.0134876;0.00251853;NA;NA;NA;NA;NA
OxA-1492;UK;NA;0;0;Little Hoyle;NP950, T4(21);tooth;reindeer;-21;28930;800;;0.0272857;0.00271736;NA;NA;NA;NA;NA
OxA-2449;Ireland;NA;-7.66667;52.6667;Littleton Bog A;;peat;-;-27.7;2720;90;;0.712765;0.00798567;NA;NA;NA;NA;NA
OxA-2450;Ireland;NA;-7.66667;52.6667;Littleton Bog B;;peat;-;-28.4;2050;80;;0.774764;0.00771581;NA;NA;NA;NA;NA
OxA-3266;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 5;bone;human;-21;3560;70;;0.641997;0.0055944;NA;NA;NA;NA;NA
OxA-3267;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 6;bone;human;-20.8;3710;70;;0.63012;0.0054909;NA;NA;NA;NA;NA
OxA-3268;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 7;bone;human;-21.1;3630;70;;0.636427;0.00554586;NA;NA;NA;NA;NA
OxA-3269;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 8;bone;human;-19.9;3740;100;;0.627771;0.0078149;NA;NA;NA;NA;NA
OxA-3270;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 9;bone;human;-21.2;3780;70;;0.624653;0.00544326;NA;NA;NA;NA;NA
OxA-3271;Ireland;NA;-8.55;52.5167;Lough Gur;Louigh Gur Wedge 13;bone;human;-22.4;3260;70;;0.666426;0.00580727;NA;NA;NA;NA;NA
OxA-3272;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 14;bone;human;-19.4;3720;70;;0.629336;0.00548407;NA;NA;NA;NA;NA
OxA-3273;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 17;bone;human;-20.1;3670;70;;0.633266;0.00551831;NA;NA;NA;NA;NA
OxA-3274;Ireland;NA;-8.55;52.5167;Lough Gur;Lough Gur Wedge 18;bone;human;-21.1;3830;80;;0.620777;0.00618227;NA;NA;NA;NA;NA
OxA-2624;Greece;NA;22.8333;37.6667;Midea;M89L skeleton 4;tooth;human child;-20.7;3410;70;;0.654097;0.00569984;NA;NA;NA;NA;NA
OxA-2625;Greece;NA;22.8333;37.6667;Midea;,89L skeleton;bone;human child;-21.1;3570;70;;0.641198;0.00558744;NA;NA;NA;NA;NA
OxA-2966;UK;NA;1.38113;51.2069;Mill Hill, Deal;15, SRD-87-166;bone;human;-22.4;1975;70;;0.782031;0.00681466;NA;NA;NA;NA;NA
OxA-2967;UK;NA;1.38113;51.2069;Mill Hill, Deal;20, SRD-87-170;bone;human;-20.9;2030;65;;0.776695;0.00628472;NA;NA;NA;NA;NA
OxA-2968;UK;NA;1.38113;51.2069;Mill Hill, Deal;44, SRD-87-223;bone;human;-18.7;1950;70;;0.784469;0.0068359;NA;NA;NA;NA;NA
OxA-2448;Ireland;NA;-7.96667;53.7167;Mount Dillon;;peat;-;-27.7;1020;75;;0.880755;0.00822315;NA;NA;NA;NA;NA
OxA-3321;Ireland;NA;-6.68333;54.35;Navan Fort;MA 231;bone;Macaca;-20.3;2150;70;;0.765179;0.00666781;NA;NA;NA;NA;NA
OxA-3846;Thailand;NA;101;13;Nong Nor Cemetery;NN 92, Cat 590, B 89;plant remains;rice chaff;-25.8;3040;75;;0.68493;0.00639484;NA;NA;NA;NA;NA
OxA-3847;Thailand;NA;101;13;Nong Nor Cemetery;NN 92, Cat 442, B 39;plant remains;rice chaff;-23.4;2785;70;;0.707021;0.00616102;NA;NA;NA;NA;NA
OxA-3848;Thailand;NA;101;13;Nong Nor Cemetery;NN92, Cat 618, B 105;plant remains;rice chaff;-24.7;3040;80;;0.68493;0.00682116;NA;NA;NA;NA;NA
OxA-3849;Thailand;NA;101;13;Nong Nor Cemetery;NN92, Cat 700, B 109;plant remains;rice chaff;-24.2;2860;75;;0.700451;0.00653975;NA;NA;NA;NA;NA
OxA-3850;Thailand;NA;101;13;Nong Nor Cemetery;NN92, Cat 545, B 75;plant remains;rice chaff;-27.6;2680;75;;0.716323;0.00668794;NA;NA;NA;NA;NA
OxA-1707;Belgium;NA;0;0;O-L-Vrouw Cathedral;IRPA-858-1;Co2;Co2 from mortar;-16.6;900;70;;0.89401;0.00779046;NA;NA;NA;NA;NA
OxA-1708;Belgium;NA;0;0;O-L-Vrouw Cathedral;IRPA-858-2;Co2;Co2 from mortar;-11.6;930;70;;0.890678;0.00776142;NA;NA;NA;NA;NA
OxA-2925;Greece;NA;40;39.3667;Palaeo-Spartia;PSSH-6;charcoal;-;-25.1;2330;80;;0.748223;0.0074515;NA;NA;NA;NA;NA
OxA-2946;Romania;NA;0;0;Pestera;PCR 5;bone;-;-20.1;30800;660;;0.021619;0.00177624;NA;NA;NA;NA;NA
OxA-2947;Romania;NA;0;0;Pestera;PCR 5;bone;-;-20.6;34370;1030;;0.013862;0.00177741;NA;NA;NA;NA;NA
OxA-2948;Romania;NA;0;0;Pestera;PCR 5;bone;-;-22.5;29100;570;;0.0267143;0.00189557;NA;NA;NA;NA;NA
OxA-2949;Romania;NA;0;0;Pestera;PCR 5;bone;-;-35.9;21460;290;;0.0691498;0.00249638;NA;NA;NA;NA;NA
OxA-3017;Romania;NA;0;0;Pestera;PCR 5;bone;-;-22.2;36300;1330;;0.0109014;0.00180492;NA;NA;NA;NA;NA
OxA-3840;Romania;NA;0;0;Pestera;PCR 5;bone;-;-19.9;48500;3900;;0.00238729;0.00115902;NA;NA;NA;NA;NA
OxA-3841;Romania;NA;0;0;Pestera;PCR 5;bone;-;-19.9;48500;3900;;0.00238729;0.00115902;NA;NA;NA;NA;NA
OxA-3842;Romania;NA;0;0;Pestera;PCR 5;bone;-;-21.1;35560;800;;0.0119534;0.00119043;NA;NA;NA;NA;NA
OxA-3742;UK;NA;-0.291868;52.5567;Peterborough 2;8/BMNH;antler;-;-20.1;3430;75;;0.652471;0.00609179;NA;NA;NA;NA;NA
OxA-2678;Ireland;NA;-6.33333;53.3667;Phoenix Park;NMI W.3;bone;human;-22.4;4650;70;;0.560536;0.00488454;NA;NA;NA;NA;NA
OxA-1758;UK;NA;40;60;Pobie Bank;large;ivory;tusk;-21;255;70;;0.968755;0.00844178;NA;NA;NA;NA;NA
OxA-1709;Belgium;NA;0;0;Portico of Bethlehem;IRPA-862-1;Co2;Co2 from mortar;-11.6;690;65;;0.91769;0.0074256;NA;NA;NA;NA;NA
OxA-1710;Belgium;NA;0;0;Portico of Bethlehem;IRPA-862-2;Co2;Co2 from mortar;-9.9;620;65;;0.925722;0.00749059;NA;NA;NA;NA;NA
OxA-3258;Ireland;NA;-9.15;53.0333;Poulawack;34-171-50/N 1444;bone;human;-21.2;3310;60;;0.662291;0.00494678;NA;NA;NA;NA;NA
OxA-3259;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1451;bone;human;-22.1;3260;60;;0.666426;0.00497766;NA;NA;NA;NA;NA
OxA-3260;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1449;bone;human;-20.9;3830;90;;0.620777;0.00695505;NA;NA;NA;NA;NA
OxA-3261;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1445;bone;human;-21.4;3490;60;;0.647616;0.00483716;NA;NA;NA;NA;NA
OxA-3262;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1452;bone;human;-17.7;3520;60;;0.645202;0.00481913;NA;NA;NA;NA;NA
OxA-3263;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1452;bone;human;-21.6;3600;65;;0.638808;0.00516899;NA;NA;NA;NA;NA
OxA-3264;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1438;bone;human;-21;4485;60;;0.572168;0.00427363;NA;NA;NA;NA;NA
OxA-3265;Ireland;NA;-9.15;53.0333;Poulawack;34-171-40/N1437;bone;human;-21;4550;65;;0.567557;0.00459246;NA;NA;NA;NA;NA
OxA-3743;UK;NA;-0.216194;51.4685;Putney 2;9/London 81.167/3;antler;red deer;-22.4;3155;70;;0.675194;0.00588368;NA;NA;NA;NA;NA
OxA-3318;UK;NA;-1.77321;51.1775;Ratfyn, Amesbury;RAT1;bone;Cattle-humerus;-21;3650;90;;0.634844;0.00711266;NA;NA;NA;NA;NA
OxA-2674;UK;NA;-6.25;55.3;Rathlin Island 2;;other;human collagen;-20.7;3520;70;;0.645202;0.00562232;NA;NA;NA;NA;NA
OxA-2675;UK;NA;-6.25;0;Rathlin Island 3;;other;human collagen;-21.3;3660;70;;0.634054;0.00552518;NA;NA;NA;NA;NA
OxA-2676;UK;NA;-6.25;55.3;Rathlin Island 6;;bone;human;-21.4;3560;70;;0.641997;0.0055944;NA;NA;NA;NA;NA
OxA-2677;UK;NA;-6.25;55.3;Rathlin Island 7;;other;human collagen;-21.1;3690;70;;0.631691;0.00550459;NA;NA;NA;NA;NA
OxA-2757;Ireland;NA;-7.5;53.6667;Rathowen;;bone;human skull;-22.2;1295;60;;0.851113;0.00635713;NA;NA;NA;NA;NA
OxA-3818;Iceland;NA;-21.3;64.6667;Reykholt;RH89:S25;charred seeds;Hordeum sativum;-24.1;990;90;;0.88405;0.00990471;NA;NA;NA;NA;NA
OxA-3543;Italy;NA;8.15;46.2667;Riparo Pian...;PDS/U.S.3;charcoal;-;-23.5;2570;70;;0.7262;0.00632814;NA;NA;NA;NA;NA
OxA-1818;UK;NA;0;0;Rise How;CW2 84;bone;human;-21;1330;60;;0.847413;0.00632949;NA;NA;NA;NA;NA
OxA-1935;UK;NA;0;0;Rise How;CW2 84;bone;human;-21;1280;60;;0.852704;0.00636901;NA;NA;NA;NA;NA
OxA-2936;UK;NA;0;0;Rise How;CW2 84;bone;human;-20.9;1205;70;;0.860703;0.00750021;NA;NA;NA;NA;NA
OxA-2937;UK;NA;0;0;Rise How;CW2 84;bone;human;-21.1;1180;70;;0.863385;0.00752359;NA;NA;NA;NA;NA
OxA-2938;UK;NA;0;0;Rise How;CW2 84;bone;human;-22.6;190;70;;0.976625;0.00851036;NA;NA;NA;NA;NA
OxA-2953;UK;NA;0;0;Rise How;CW2 84;bone;human;-31.8;1780;70;;0.801247;0.00698211;NA;NA;NA;NA;NA
OxA-2954;UK;NA;0;0;Rise How;CW2 84;bone;human;-24.3;4440;70;;0.575383;0.00501392;NA;NA;NA;NA;NA
OxA-2955;UK;NA;0;0;Rise How;CW2 84;bone;human;0;1670;70;;0.812294;0.00707838;NA;NA;NA;NA;NA
OxA-2980;UK;NA;0;0;Rise How;CW2 84;bone;human;-19.3;1800;80;;0.799255;0.00795971;NA;NA;NA;NA;NA
OxA-2981;UK;NA;0;0;Rise How;CW2 84;bone;human;-20.2;910;80;;0.892898;0.0088923;NA;NA;NA;NA;NA
OxA-2982;UK;NA;0;0;Rise How;CW2 84;bone;human;-21.4;1150;90;;0.866616;0.00970938;NA;NA;NA;NA;NA
OxA-3327;Germany;NA;11.05;54.25;Rosenhof;Rosenhof 148 i;bone;bos taurus;-24.3;5960;65;;0.476189;0.00385315;NA;NA;NA;NA;NA
OxA-3997;UK;NA;-3.15843;52.6353;Sarn-y-Bryn-Calod;SYBC 92.50;charcoal;-;-25.2;4960;70;;0.539316;0.00469963;NA;NA;NA;NA;NA
OxA-4013;Bangladesh;NA;90.05;23.9;Saturia;BANG/BGS/3;wood;-;-23.8;48500;1;>;0.000795764;0.000795764;NA;NA;NA;NA;NA
OxA-3834;Bangladesh;NA;90.0833;23.9;Saturia;BANG/BGS/2;wood;-;-27.2;6290;75;;0.457024;0.004267;NA;NA;NA;NA;NA
OxA-3326;Germany;NA;10.3167;53.85;Schlamersdorf;5/E 17,75;bone;pig;-24.1;6105;95;;0.467671;0.00553078;NA;NA;NA;NA;NA
OxA-4015;Germany;NA;30;542.167;Seedorf;N54,17 E47,71 x-1.43;charcoal;-;-24.5;3790;70;;0.623876;0.00543649;NA;NA;NA;NA;NA
OxA-4016;Germany;NA;30;542.167;Seedorf;N54.66 E51.78 x-1.56;other;food remains;-31.3;5160;70;;0.526055;0.00458407;NA;NA;NA;NA;NA
OxA-2679;Ireland;NA;-7.41667;52.9333;Shanahue;NMI 21.2.36;charcoal;Quercus/Rosaeceae;-26.7;3540;70;;0.643597;0.00560834;NA;NA;NA;NA;NA
OxA-2671;Ireland;NA;-6.96667;52.5;Sliguff;NMI 1974:27;bone;human;-22.4;3570;70;;0.641198;0.00558744;NA;NA;NA;NA;NA
OxA-3308;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.1;charcoal;-;-24.4;3890;90;;0.616158;0.0069033;NA;NA;NA;NA;NA
OxA-3309;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.2;charcoal;-;-23.8;3780;90;;0.624653;0.00699848;NA;NA;NA;NA;NA
OxA-3310;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.3;charcoal;-;-23.1;3780;90;;0.624653;0.00699848;NA;NA;NA;NA;NA
OxA-3311;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.4;charcoal;-;-24.7;3890;100;;0.616158;0.00767033;NA;NA;NA;NA;NA
OxA-3312;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K V No.5;charcoal;-;-24.7;3690;100;;0.631691;0.0078637;NA;NA;NA;NA;NA
OxA-3544;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.7;charcoal;?reed;-20.7;3840;75;;0.620005;0.00578867;NA;NA;NA;NA;NA
OxA-3545;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.8;charcoal;-;-26.2;3860;75;;0.618463;0.00577427;NA;NA;NA;NA;NA
OxA-3546;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.9;charcoal;-;-23.9;3760;75;;0.62621;0.0058466;NA;NA;NA;NA;NA
OxA-3547;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.10;charcoal;-;-21.9;3860;80;;0.618463;0.00615922;NA;NA;NA;NA;NA
OxA-3548;Cyprus;NA;32.8667;34.7333;Sotira-Kaminoudhia;S-K C No.12;charcoal;-;-20.9;3800;75;;0.6231;0.00581756;NA;NA;NA;NA;NA
OxA-3745;UK;NA;0.410617;52.5295;Southery Fen;11/Norwich Castle;antler;red deer;-20.7;3460;70;;0.650039;0.00566447;NA;NA;NA;NA;NA
OxA-3504;Greenland;NA;7.81667;78.5667;Spitsbergen C slope;PCM5 195;carbonate;foraminifera;-0.6;22420;320;;0.0613606;0.00244434;NA;NA;NA;NA;NA
OxA-3505;Greenland;NA;7.81667;78.5667;Spitsbergen C slope;PCM5 380;carbonate;foraminifera;-0.8;43200;1;>;0.0015393;0.0015393;NA;NA;NA;NA;NA
OxA-3506;Greenland;NA;7.81667;78.5667;Spitsbergen C slope;PCB5 525;carbonate;foraminifera;0;50000;1;>;0.00066022;0.00066022;NA;NA;NA;NA;NA
OxA-2846;UK;NA;-1.16373;53.3239;Steetley Quarry Cave;1989.G.141.46;bone;bovid;-22.2;44700;1;>;0.00127711;0.00127711;NA;NA;NA;NA;NA
OxA-2758;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-22.6;6200;80;;0.462173;0.00460274;NA;NA;NA;NA;NA
OxA-2939;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-30.8;4035;100;;0.605135;0.00753312;NA;NA;NA;NA;NA
OxA-2940;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-20.4;0;0;m;1.019;0.009;NA;NA;NA;NA;NA
OxA-2941;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-21.7;5170;90;;0.5254;0.00588647;NA;NA;NA;NA;NA
OxA-2942;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-21.2;5270;80;;0.5189;0.00516768;NA;NA;NA;NA;NA
OxA-2943;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-21.1;5180;80;;0.524746;0.00522591;NA;NA;NA;NA;NA
OxA-2983;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-24.2;1450;90;;0.834848;0.00935346;NA;NA;NA;NA;NA
OxA-2984;Ireland;NA;-8.25;53.1;Stoneyisland;UCG 118;bone;human;-24.2;420;90;;0.949059;0.0106331;NA;NA;NA;NA;NA
OxA-2657;Ireland;NA;-6.9;52.8833;Strawhall 2;NMI 1955:137;charcoal;Quercus/Rosaceae;-25.4;3420;80;;0.653284;0.006506;NA;NA;NA;NA;NA
OxA-2658;Ireland;NA;-6.9;52.8833;Strawhall 3;NMI 1955:138;charcoal;Quercus;-26.1;3440;70;;0.651659;0.00567859;NA;NA;NA;NA;NA
OxA-2663;UK;NA;-7.5;54.3667;Topped Mountain;NMI 1898:11;bone;human skull;-22.7;3220;70;;0.669753;0.00583626;NA;NA;NA;NA;NA
OxA-4032;UK;NA;-2.92832;51.7346;Trostrey Castle;T/C.176;charcoal;-;-25.8;2490;65;;0.733468;0.00593495;NA;NA;NA;NA;NA
OxA-3738;UK;NA;-6.1725;56.4675;Ulva Cave;4/C.Bonsall;antler;-;-23.6;5750;70;;0.488802;0.00425945;NA;NA;NA;NA;NA
OxA-3616;Denmark;NA;11.55;55.8333;Vig;Vig 1;bone;Aurochs;-24.2;9510;115;;0.306093;0.00438201;NA;NA;NA;NA;NA
OxA-3736;UK;NA;-0.194788;51.4637;Wandsworth;2/London A.4907;antler;red deer;-20.1;9050;85;;0.324133;0.00342976;NA;NA;NA;NA;NA
OxA-3744;UK;NA;-0.319008;51.4916;Windmill Lane;10/London 0.1158h;antler;red deer;-21.7;3245;75;;0.667672;0.00623371;NA;NA;NA;NA;NA
Beta 16150;Egypt;Upper Egypt;32.7744;25.0916;Hierakonpolis;NA;charcoal;NA;0;4820;330;NA;0.550717;0.0224921;Desert edge;Locality 29a;Predynastic;0;NA
Beta 16151;Egypt;Upper Egypt;32.7744;25.0916;Hierakonpolis;NA;charcoal;NA;0;4580;70;NA;0.56732;0.0049149;Desert edge;Locality 29a;Predynastic;0;NA
Beta 16152;Egypt;Upper Egypt;32.7744;25.0916;Hierakonpolis;NA;charcoal;NA;0;4890;90;NA;0.545966;0.00608131;Desert edge;Locality 29a;Predynastic;0;NA
